"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.91976,1.57321,0.9395,0.5951,0.91317,1.30441,1.42542,1.21251,0.82309,0.55951,0.68521,0.62674,0.45965,0.35542,0.23414,0.11838
"2",1.33849,7.13285,1.94761,0.69205,0.40943,0.9459,1.23081,1.23503,1.06003,0.53609,0.4223,0.45908,0.44125,0.29998,0.15648,0.11396
"3",0.68263,2.86017,10.30091,1.31836,0.60899,0.54308,0.76691,0.99883,1.11004,0.70096,0.45527,0.28862,0.22813,0.22821,0.1735,0.14023
"4",0.41043,0.81614,3.24196,7.6331,1.73216,0.902,0.63639,0.89134,1.00652,0.90822,0.51728,0.25671,0.18426,0.14014,0.08335,0.05501
"5",0.58824,0.45515,0.51029,2.50728,3.87352,2.21095,1.42706,1.18213,1.03407,1.12309,0.81006,0.51997,0.26348,0.1221,0.11259,0.09085
"6",1.10351,0.54622,0.29491,0.84773,2.29012,3.41697,2.27319,1.75291,1.44688,1.2045,1.15351,0.67687,0.37248,0.15596,0.06107,0.03685
"7",1.09054,1.22545,0.87985,0.44391,1.1836,2.1516,2.6926,2.17383,1.67425,1.3092,1.07371,0.84161,0.46842,0.21081,0.09082,0.07819
"8",1.15896,1.56384,1.25329,0.79312,0.81649,1.62288,2.01892,2.62733,2.23266,1.473,1.12945,0.71196,0.51722,0.29461,0.15759,0.0619
"9",0.83309,1.26041,1.28776,1.00637,0.98606,1.3899,1.83543,1.99336,2.34715,1.73322,1.27121,0.56454,0.44534,0.24087,0.1324,0.06331
"10",0.43733,0.76378,0.80191,1.0223,0.87101,1.06066,1.26099,1.44601,1.47518,1.50243,1.1079,0.61708,0.3059,0.14895,0.09491,0.08231
"11",0.56185,0.57719,0.72588,0.78595,0.84845,1.23387,1.22746,1.16588,1.52418,1.54045,1.28758,0.87212,0.36638,0.1221,0.07004,0.05703
"12",0.80877,0.85755,0.52647,0.64541,0.6741,1.12844,1.32117,1.05303,1.18884,0.99986,1.11631,0.90428,0.49408,0.17648,0.06728,0.04731
"13",1.04289,0.95047,0.55804,0.56505,0.56826,0.92412,1.0638,1.12331,0.99372,0.87039,0.8128,0.84259,0.48,0.27408,0.14121,0.05605
"14",0.70129,0.95404,0.71303,0.39229,0.40833,0.60578,0.78757,0.64592,0.6785,0.40128,0.4843,0.42971,0.37254,0.24835,0.13517,0.06336
"15",0.33851,0.8454,0.58357,0.49388,0.13521,0.28094,0.24487,0.4222,0.4063,0.30329,0.26146,0.17471,0.28023,0.22333,0.20463,0.1088
"16",0.26369,0.32998,0.42945,0.35034,0.11561,0.10409,0.15868,0.24139,0.2357,0.21222,0.22668,0.11971,0.08323,0.12006,0.09812,0.06135
