"","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75+"
"0-4",1.79133728743172,0.266915142871727,0.0519232040706525,0.0567630660228093,0.0134531154222109,0.0687616587715871,0.135395076131085,0.113303164608911,0.049701632624469,0.0561417439396635,0.0306025638243915,0.0249231548306594,0.00399852808397722,0.00123438950683913,8.29123661704303e-66,6.41571542970296e-120
"5-9",0.333989194811083,2.59346188324249,0.156490111670227,0.0174565825535677,0.014979396620811,0.0490888165248825,0.070256470111566,0.0762323504714571,0.0692499058383861,0.046831203529245,0.040792410484001,0.0157411987067766,0.00783877495919452,0.00173743331340762,0.000348981324471069,8.12461282187131e-39
"10-14",0.00300670913964742,0.607542047640617,3.82681930649432,0.119677050361944,0.0102301778405911,0.0409861372428255,0.0458366069766634,0.0840016474562428,0.0820415217224452,0.0610082201161307,0.0441753022956639,0.027628210207673,0.00894878993936551,0.00093624984244496,4.96239738966478e-25,0.000183038892157011
"15-19",0.0182032873706536,0.0262485136533188,1.19930952676832,4.1474915157194,0.0418459190219366,0.0464009114447535,0.0569977616034784,0.0923575096965299,0.072651800747173,0.0810518676775486,0.0461638807843596,0.0341786001206712,0.00990936140717044,0.0013891431434498,6.24459112143921e-33,1.71585860916941e-70
"20-24",0.0180826831392815,0.0119771699614322,0.00506989617190502,0.427971727938978,0.23120010522353,0.0292417339006474,0.0208339694736253,0.027903788261289,0.0172801809602755,0.0206820686740991,0.0113963899081726,0.0093643320631011,0.000833327635508863,0.00132443894003988,0.000177333746109702,1.22083490020461e-47
"25-29",0.0221888022515989,0.0684129260258795,0.0229987256400211,0.118658303045531,0.1619704368613,0.109105104749533,0.0204088228632417,0.0299521134179903,0.03431914176384,0.0291948524709614,0.00789721465668775,0.0150531526081534,0.00588682788848873,0.00269736078326324,0.000463948427090928,0.00128824183348384
"30-34",0.0476965952252194,0.250881941066739,0.178005881645774,0.113416226994878,0.0313903709013913,0.0638797747698815,0.0622635592896076,0.048054543631809,0.0503776130606502,0.0254494644821367,0.021522609257391,0.00383214447356031,0.00801031177812028,0.00051459284171513,1.6580529084159e-48,3.11843039246321e-55
"35-39",0.0911892247671759,0.170038019498136,0.133910320981248,0.0681682346748253,0.0134667807264876,0.0455631542966498,0.0684207990269136,0.0572319032630283,0.0611736708102606,0.0283566093570991,0.00434671963179655,0.0118503877322417,0.000927727447532695,0.00252846746507274,1.84973580082117e-123,9.72189050848486e-67
"40-44",0.0276034251099399,0.0917195668342176,0.0781606159029327,0.314988643265163,0.00629138451826211,0.0220078660976334,0.0232140751765249,0.0350320379686397,0.0724436734297631,0.0250618662250996,0.0289556171000988,0.00945647988495691,0.00890306636894526,0.000570992620876229,4.82501228448545e-68,2.40822906479974e-92
"45-49",0.220830751215929,0.196422756850684,0.136449332682078,0.486116062295787,0.00444259307495672,0.0266095554588706,0.0550710634477715,0.0529908085935962,0.0477558870691227,0.0278855420619618,0.0355458914043824,0.0190485835184897,0.00523183287817924,0.00199826878162237,6.22512740780888e-134,3.2806624258388e-72
"50-54",0.0557840562841616,0.334350941764974,0.448031757878263,0.478024773082551,0.0046243397956912,0.0140161501058104,0.0418869390683942,0.0458997435579508,0.0552912007156622,0.0734235812403835,0.0384821475271773,0.0237423794991672,0.00744940367944274,1.0608728089608e-23,1.24113916469706e-117,5.65562079592578e-78
"55-59",0.206626248966708,0.388285450084932,0.360252595503784,0.40938603618741,0.00615989268373035,0.0628199041883069,0.026152966318771,0.0487758939573266,0.0592645850718152,0.0416668648205685,0.0373570287481679,0.0475289133021966,0.0159793355408152,1.4023131953469e-31,0.000784283271003145,0.000764464954411285
"60-64",0.113435237220515,0.0980368502298747,0.0533345160372297,0.252374937259015,0.0151172534011584,0.00233148670598729,0.0228890042090069,0.0703125619654377,0.0148972377656086,0.0229363753968313,0.018243921556116,0.0103834438450015,0.0369725371094976,0.0137005854616669,4.43516925498564e-67,2.12588899466617e-37
"65-69",0.00266068896292694,0.0339279169854809,0.0136303058599901,9.80589917251501e-32,0.00207810784558598,0.00215225398736795,0.0142958898221768,0.00653907780275378,0.00646649376971505,0.010275150142104,0.00232620235194716,0.0184552925202733,0.010012876715852,0.0185634746970277,0.0111324052167614,3.45924000556839e-126
"70-74",1.28946106414899e-28,5.1331328222542e-26,1.93994624316173e-40,0.00764497166918168,2.63839203604756e-22,1.70053811526882e-24,1.2615268139711e-26,0.00764363169959533,0.00787081023499353,0.0212059630871376,0.0353017953441452,0.0214997131301732,0.00776081927216483,0.00801940848992964,0.00791292127558138,0.0213827476612839
"75+",2.83264978365562e-94,0.0212216139318308,8.50675212539324e-42,0.0213683281780828,4.90307577115358e-36,0.00760572265738364,9.79299494943268e-69,2.23714351844882e-60,1.44069825127369e-48,8.58025942964829e-60,4.70550425441709e-42,1.60240734857071e-46,2.21520683871533e-83,8.86453006329386e-107,1.02043608675483e-80,6.61418369085844e-113
