"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2.53558,2.01101,1.16783,0.71904,1.12247,1.63446,1.80179,1.55105,1.04947,0.71318,0.86569,0.79023,0.5804,0.45242,0.30011,0.15185
"2",1.58455,6.46662,2.12173,0.76812,0.46876,1.08211,1.412,1.44617,1.23953,0.62762,0.48974,0.53177,0.51435,0.35075,0.18246,0.13389
"3",0.71063,2.55525,7.09627,1.31538,0.64097,0.5714,0.80542,1.06391,1.18858,0.75111,0.48517,0.30829,0.24413,0.24391,0.18554,0.15184
"4",0.4079,0.83513,2.77369,7.37582,2.12524,1.1133,0.83032,1.08933,1.2362,1.10905,0.64422,0.32743,0.22873,0.16913,0.08673,0.05757
"5",0.57209,0.44656,0.49777,2.78563,4.26952,2.37466,1.56478,1.35497,1.17257,1.25298,0.93422,0.5825,0.33139,0.14726,0.11391,0.0922
"6",0.92774,0.45907,0.23837,0.9035,2.20474,3.23608,2.15983,1.74138,1.48256,1.22609,1.17906,0.67954,0.4147,0.17715,0.05257,0.03131
"7",0.81937,0.93567,0.65063,0.44269,1.10603,1.92317,2.44362,2.0283,1.63415,1.32357,1.05306,0.79658,0.46191,0.21198,0.06815,0.05975
"8",0.8554,1.18036,0.92395,0.80961,0.79266,1.51472,1.83846,2.47265,2.19224,1.50337,1.19351,0.69066,0.46282,0.25508,0.11521,0.04584
"9",0.66763,1.04804,1.0557,0.94938,1.00527,1.39734,1.81906,2.01469,2.42753,1.86625,1.43839,0.62213,0.47993,0.23638,0.10795,0.05122
"10",0.39715,0.72576,0.74378,1.11782,0.90743,1.12832,1.36305,1.59252,1.65436,1.7216,1.29323,0.72714,0.3709,0.18723,0.08835,0.07611
"11",0.48821,0.54583,0.66137,0.87656,0.90352,1.33089,1.35885,1.35923,1.82904,1.88763,1.62684,1.05644,0.46991,0.15251,0.066,0.05381
"12",0.69615,0.78816,0.47149,0.70689,0.69706,1.14027,1.36506,1.16035,1.3811,1.1839,1.33948,1.05302,0.59819,0.20382,0.06208,0.04316
"13",0.7239,0.72983,0.42541,0.47301,0.58011,0.94781,1.06795,1.20545,1.17029,1.11242,1.03332,1.01947,0.54244,0.28411,0.10925,0.04395
"14",0.45479,0.68932,0.51299,0.33896,0.37751,0.67326,0.77176,0.52491,0.69106,0.50393,0.63615,0.50325,0.4407,0.22064,0.0998,0.04651
"15",0.23305,0.64791,0.4496,0.37383,0.10103,0.19974,0.17688,0.30459,0.29711,0.23341,0.20602,0.14617,0.23061,0.18524,0.16886,0.08901
"16",0.21993,0.28509,0.37623,0.29816,0.09789,0.08665,0.1241,0.19553,0.18813,0.18086,0.20425,0.10746,0.07456,0.10956,0.08591,0.05158
