"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.809,1.08767,0.61214,0.36354,0.76008,1.18402,1.18439,0.90837,0.59714,0.40483,0.48823,0.47831,0.35295,0.28049,0.18541,0.0867
"2",1.01592,8.43732,1.42092,0.41538,0.24755,0.7489,1.14762,1.00088,0.80664,0.37546,0.26011,0.29492,0.30618,0.21955,0.13287,0.08723
"3",0.30543,2.25828,8.63101,1.00755,0.41664,0.33675,0.60287,0.94874,1.00258,0.55682,0.3079,0.18443,0.14939,0.16118,0.14507,0.10668
"4",0.15062,0.38757,2.67129,6.64776,1.38768,0.68363,0.48816,0.7366,1.02102,0.83834,0.42789,0.18671,0.12428,0.09462,0.06041,0.04164
"5",0.34394,0.20938,0.34321,2.19131,3.56414,2.11326,1.35745,1.19074,1.10314,1.26855,0.8799,0.5199,0.26084,0.10588,0.09407,0.07538
"6",0.76691,0.33276,0.16931,0.75474,2.43373,3.62264,2.40285,1.85268,1.57116,1.31871,1.29902,0.71301,0.41318,0.16142,0.06814,0.03716
"7",0.63842,0.82336,0.66297,0.34976,1.20161,2.23068,2.91675,2.33717,1.78128,1.42331,1.14763,0.86216,0.49419,0.2208,0.11315,0.08625
"8",0.47253,0.77283,1.03331,0.61781,0.80798,1.64162,2.08945,2.87552,2.45718,1.59355,1.20074,0.69322,0.5004,0.29086,0.174,0.06885
"9",0.26769,0.48583,1.00554,0.97291,1.04225,1.4527,1.88839,2.18685,2.7563,1.99316,1.41397,0.5843,0.42922,0.23214,0.15094,0.07251
"10",0.1289,0.22355,0.44873,0.92599,1.02137,1.15587,1.41311,1.60535,1.7868,1.93785,1.33055,0.67157,0.32853,0.15684,0.12085,0.10888
"11",0.20889,0.23278,0.40112,0.71947,1.1324,1.56166,1.41145,1.37779,1.85872,2.02707,1.76133,1.04914,0.453,0.15674,0.10208,0.07922
"12",0.38483,0.28578,0.227,0.42562,0.83299,1.36822,1.51043,1.15678,1.35205,1.11896,1.36241,1.13765,0.64421,0.22341,0.11084,0.06973
"13",0.46266,0.32465,0.21131,0.27724,0.61702,1.14893,1.26846,1.25242,1.0947,0.95663,0.87413,0.98981,0.6703,0.39255,0.21821,0.0913
"14",0.30795,0.32918,0.28624,0.16576,0.34345,0.61021,0.86565,0.69303,0.74489,0.39107,0.42303,0.40574,0.44658,0.39416,0.21724,0.09044
"15",0.14779,0.36851,0.36185,0.23225,0.10051,0.28612,0.30896,0.48883,0.50354,0.29491,0.17819,0.14589,0.26775,0.28926,0.33595,0.15656
"16",0.103,0.1834,0.38938,0.28507,0.1028,0.09484,0.20446,0.42527,0.42662,0.3589,0.18771,0.10487,0.08561,0.13472,0.1804,0.11873
