"","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75+"
"0-4",1.16411377731986,0.246089806096494,0.0417685706449892,0.0515417461263523,0.0147123153937369,0.0637933476374493,0.112125596429271,0.0823991141513939,0.0404980216027374,0.0462495464030775,0.0258137863099301,0.0175553840273738,0.00245920690841108,0.0009147924932027,8.2576731138491e-66,6.39201029413113e-120
"5-9",0.307930585372905,3.56340969418452,0.186146210144249,0.0237729983021192,0.0228846411884356,0.0636550082507102,0.0803931996060106,0.07605053198802,0.078264211086222,0.0532400811629698,0.0473860274361437,0.0147892527718906,0.00609372125586292,0.00136837528974573,0.00034796576791946,8.10090005427201e-39
"10-14",0.00241868631483935,0.72267601105619,3.94142642371183,0.140767570676464,0.0139220156757102,0.0470048609600133,0.046375003416169,0.0739602868296491,0.0818459593664643,0.0613368883217396,0.0454464024691922,0.0230633748187056,0.00624075114536797,0.000700320542523618,4.94300937317744e-25,0.000182355573134327
"15-19",0.0165288678371646,0.0357461644396126,1.41066217843551,5.59289380901484,0.0642966070626268,0.0599746117271978,0.0647250114191242,0.0909930268610856,0.0814228917978295,0.0914257838122186,0.0532641790177962,0.0316589516305892,0.00753208821250221,0.00106288547828759,6.2229788937158e-33,1.70993701658513e-70
"20-24",0.0197752066462533,0.0182980158653042,0.0068995060574046,0.657582164960477,0.334876563124225,0.0390983367528199,0.025676291314669,0.0315357913583659,0.0212167934592404,0.0253658593420643,0.0141215564042602,0.0100595131998522,0.000789674537276391,0.00123807299617867,0.000177250274384198,1.22014820390745e-47
"25-29",0.0205855705197118,0.0887131872169943,0.0263760376968904,0.153369522963725,0.216566319422811,0.131000467580874,0.022359900931692,0.0296595022427702,0.0372880050571381,0.0318297869216638,0.0087399304985231,0.0142920456127623,0.00493159109244101,0.00238413354082085,0.000463376672910709,0.00128665914590188
"30-34",0.0394992886011267,0.287079637415506,0.180096737387735,0.128792190795603,0.0386862574969197,0.0699866643443674,0.0621786751689283,0.0432268781471815,0.0497743530899489,0.0252969638735376,0.0217610889438918,0.00333308969875335,0.00620722672923656,0.000441518229205842,1.6552559735372e-48,3.11342719868418e-55
"35-39",0.0663168709091526,0.169632469168904,0.11790299415714,0.0671611223518322,0.0152196391143256,0.0451180341831065,0.0615470945875644,0.0460953007846277,0.0542925966130005,0.0253935039962035,0.00396976999190924,0.00930156214115547,0.000653051857637467,0.00207974173014758,1.84542367220933e-123,9.70098094679936e-67
"40-44",0.0224918991063794,0.103658762456699,0.0779743044612385,0.353016524771032,0.00772463009522223,0.0239117116620328,0.0229360921308814,0.0310914856141616,0.0707797875790432,0.0246448985039707,0.0289815388734523,0.00811313718558396,0.00678646581289169,0.000484797149179226,4.81615885683781e-68,2.40404234862471e-92
"45-49",0.181920285315042,0.223303326177688,0.137184423088646,0.548334582441862,0.00544869049750845,0.0290111580861212,0.0547410615847509,0.0474535686843909,0.0469613467414849,0.0275907134034402,0.0357758089796178,0.0165031449596309,0.00404232897724585,0.0017134793802408,6.21455729803768e-134,3.27537365463756e-72
"50-54",0.0470548061490432,0.388394868353991,0.460923423935774,0.551548021002533,0.00573013698052643,0.0155118206997084,0.0423510642113101,0.0419192954796976,0.055340698744609,0.0738984989058837,0.0393695453624643,0.0209651203740884,0.00587422025771195,9.19711113294756e-24,1.23922477573032e-117,5.64728252155051e-78
"55-59",0.145543498621773,0.364803962895231,0.300730325166261,0.379206072575723,0.0066171854376913,0.059643648039703,0.0227471023679732,0.0382849927686425,0.050845739089365,0.0360989734212903,0.0329871993054064,0.0366802725160119,0.0112765038592059,1.1742946263436e-31,0.000782642113693671,0.000763003779845114
"60-64",0.0697658521263821,0.0762120664534326,0.0371946871367267,0.191829746837582,0.0143253500493357,0.00195316379027743,0.0177367926077274,0.0494948697798017,0.0113555926254203,0.0177215857345709,0.0143862271661805,0.00732752274279067,0.0246344606872403,0.0114329123936786,4.42547928792902e-67,2.12174613610119e-37
"65-69",0.00197180734002306,0.0267210965032213,0.0101955511893101,7.50286094069121e-32,0.0019425955617777,0.00190232650800298,0.0122658059878405,0.00537859124980972,0.00549032969976441,0.00881075561971156,0.0020166735699013,0.0154544297993253,0.0083555803232888,0.0174704651013674,0.0111248049737883,3.4571696764145e-126
"70-74",1.28424123596847e-28,5.11819509836362e-26,1.93236690059934e-40,0.00761851279214071,2.63715013403716e-22,1.69844243023304e-24,1.25939877069305e-26,0.00762581276408274,0.00785636806472841,0.0211699558951637,0.0352473442644958,0.0214547237587819,0.00774386341800096,0.00801393353174789,0.00791286430330717,0.0213826111816436
"75+",2.82218355461464e-94,0.0211596758173286,8.47499480059718e-42,0.0212945840286514,4.90031788474635e-36,0.00759637854008454,9.77728311840144e-69,2.23233193469796e-60,1.43819359141384e-48,8.56642715339417e-60,4.69856676922083e-42,1.59934455694256e-46,2.21088992064106e-83,8.85922470865063e-107,1.02042957361852e-80,6.6141464634728e-113
