"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.84299,1.33508,0.73019,0.46964,0.76057,1.13939,1.25025,1.05403,0.69295,0.45795,0.55952,0.51089,0.37112,0.28263,0.18447,0.09583
"2",1.08586,8.30333,1.54719,0.48813,0.31109,0.72427,0.98543,0.98464,0.83752,0.41209,0.31,0.33672,0.31981,0.21756,0.11306,0.08421
"3",0.42428,2.59884,10.96835,1.04595,0.43738,0.38103,0.56363,0.77025,0.86937,0.5338,0.329,0.20356,0.15826,0.15955,0.12268,0.10019
"4",0.24135,0.52057,3.40885,9.25084,1.18944,0.57432,0.39106,0.59267,0.70598,0.65503,0.35483,0.16419,0.11422,0.09016,0.05625,0.03873
"5",0.37435,0.29227,0.34094,2.30411,3.07104,1.45059,0.87426,0.68379,0.6435,0.77478,0.51606,0.31778,0.1361,0.07832,0.08461,0.06936
"6",0.82815,0.39844,0.21084,0.62175,1.7548,2.60113,1.58016,1.12609,0.89567,0.80727,0.76736,0.42992,0.20754,0.10788,0.05683,0.03477
"7",1.0674,1.18093,0.86813,0.39611,0.99499,1.781,2.37265,1.73494,1.2204,0.92805,0.83862,0.66116,0.37842,0.20536,0.11006,0.09727
"8",1.09294,1.53227,1.2977,0.70311,0.65287,1.24038,1.67053,2.32745,1.73535,1.08927,0.76005,0.53979,0.5002,0.32586,0.19689,0.07838
"9",0.66973,1.07553,1.24459,0.94084,0.77305,0.9302,1.28478,1.47698,1.85164,1.21104,0.78151,0.32731,0.3214,0.22659,0.15404,0.07307
"10",0.34873,0.62198,0.7261,0.95545,0.75709,0.73427,0.80004,0.95802,1.02343,1.15343,0.77331,0.34838,0.21014,0.12973,0.11595,0.10262
"11",0.54324,0.54895,0.7181,0.80771,0.86219,1.00158,0.81268,0.71416,0.92573,1.01785,0.88688,0.58864,0.28767,0.13643,0.10124,0.0854
"12",0.77183,0.76801,0.48069,0.58431,0.59692,0.92354,0.9417,0.64085,0.63728,0.5706,0.71984,0.66471,0.40904,0.19834,0.09775,0.0675
"13",0.94657,0.84888,0.49576,0.49616,0.45785,0.70078,0.81853,0.80341,0.59889,0.45978,0.46797,0.56408,0.51677,0.33027,0.19816,0.08017
"14",0.58657,0.8113,0.6074,0.31951,0.34467,0.46914,0.71286,0.68031,0.60465,0.31363,0.34376,0.37124,0.36765,0.36457,0.18329,0.08588
"15",0.2507,0.65237,0.49037,0.4195,0.13323,0.2819,0.26206,0.46667,0.46988,0.35711,0.27213,0.20286,0.33995,0.29864,0.29968,0.14765
"16",0.19042,0.24609,0.32831,0.27188,0.09957,0.09828,0.15303,0.2281,0.22938,0.22694,0.22187,0.12743,0.0948,0.13858,0.12286,0.08508
