"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.67055,0.9698,0.46534,0.29816,0.44696,0.73008,0.92462,0.81191,0.47985,0.29632,0.3509,0.30361,0.22772,0.17389,0.11792,0.06339
"2",0.88625,7.80785,1.24922,0.34996,0.21804,0.48226,0.7818,0.86804,0.7126,0.3131,0.21887,0.22697,0.21586,0.14987,0.0788,0.06156
"3",0.31651,2.44507,11.80889,1.01143,0.35824,0.29711,0.47043,0.75115,0.91189,0.50667,0.28282,0.16824,0.12852,0.12925,0.1012,0.0853
"4",0.19411,0.46135,3.85789,11.8779,1.32699,0.61626,0.45994,0.69007,0.89407,0.81917,0.41767,0.18895,0.11914,0.08783,0.05257,0.03703
"5",0.32351,0.26376,0.32078,2.7723,4.10403,1.81444,1.1819,1.0249,0.92842,1.09814,0.77016,0.44877,0.21586,0.08496,0.08514,0.07157
"6",0.69401,0.32015,0.16665,0.63122,1.95381,3.4003,1.91666,1.47522,1.24532,1.06732,1.05031,0.59094,0.30541,0.1082,0.04992,0.03241
"7",0.74113,0.80168,0.55705,0.32966,0.97975,1.75913,2.6764,1.8413,1.40926,1.12868,0.91871,0.70018,0.37386,0.15477,0.07294,0.06706
"8",0.68809,0.99709,0.81679,0.56063,0.67786,1.32405,1.65154,2.61199,1.91484,1.27237,0.96735,0.58019,0.3999,0.21822,0.12618,0.05031
"9",0.44895,0.77348,0.95927,0.82051,0.8613,1.18902,1.54735,1.74832,2.47179,1.59268,1.15356,0.49286,0.36686,0.18034,0.11656,0.0546
"10",0.2796,0.51703,0.63789,1.02837,0.87802,1.0019,1.18097,1.36762,1.47897,1.88512,1.14772,0.59534,0.2976,0.13754,0.10898,0.09706
"11",0.45569,0.49875,0.67052,0.87447,1.03771,1.38703,1.25478,1.20896,1.61587,1.75466,1.77132,1.00175,0.44079,0.15981,0.10864,0.09422
"12",0.82844,0.8619,0.56185,0.7589,0.87037,1.39668,1.52277,1.18124,1.31277,1.14226,1.41318,1.52632,0.72236,0.28531,0.14023,0.09665
"13",1.0671,0.99842,0.61463,0.64512,0.71228,1.12575,1.28128,1.35114,1.18538,1.0232,0.99201,1.15747,1.17581,0.53233,0.31799,0.13221
"14",0.79674,1.13687,0.87778,0.48994,0.52874,0.73203,1.01467,0.96803,0.94225,0.56284,0.64189,0.68536,0.71036,0.91252,0.3397,0.16416
"15",0.43983,1.16301,0.89512,0.79433,0.26851,0.51835,0.48276,0.85999,0.90916,0.70569,0.54634,0.43905,0.77772,0.71031,0.89739,0.3315
"16",0.3905,0.50005,0.67111,0.53905,0.21038,0.2093,0.33524,0.44483,0.4501,0.48895,0.48245,0.29945,0.23864,0.34,0.30827,0.27093
