"","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75+"
"0-4",1.57565999495568,0.278538132355618,0.0500564835286199,0.0542815788073406,0.0198717999400389,0.0925919248631064,0.155325864089768,0.0981122558477226,0.0420643767315618,0.0473423566743727,0.0229466351806801,0.0153255443167502,0.00233037667024275,0.00114827759822588,8.25313065443527e-66,6.38821019419852e-120
"5-9",0.348532966502928,3.25381093474049,0.181000211826596,0.0200555063075638,0.0264976892967035,0.0791306658310802,0.0955145368884177,0.0767251886765741,0.0676464793015407,0.0454039864767762,0.0345184691533319,0.010645631391495,0.00492442505845902,0.00173724466424212,0.000347328121376203,8.08756375130758e-39
"10-14",0.00289861323502529,0.702697685769732,4.07800672270447,0.12658555002389,0.0169850754645255,0.0616301012756628,0.0580672749403217,0.0786671543806127,0.0747026753272383,0.0552029528832097,0.0349558302306585,0.0174801054321328,0.00527451304219348,0.000900915547826308,4.93568769820233e-25,0.000182105106084422
"15-19",0.0174075018704196,0.0301563739364737,1.26854109151018,4.35367637978393,0.0696769152851482,0.0697154220028021,0.0719608651530941,0.085796727849984,0.065594404157502,0.0727139216860271,0.0361198971635519,0.0212723056897316,0.00572986191489068,0.00132945878194615,6.20821886893091e-33,1.70639779129875e-70
"20-24",0.0267102043240972,0.0211869233671881,0.00841750460441067,0.712608314717869,0.446340436459325,0.0557792407291879,0.0350352946352884,0.037564224376065,0.0224353417976209,0.0264649475786094,0.0130462689166195,0.00915295619337399,0.00076766890867396,0.00147631090228246,0.000177194657440852,1.21970644721777e-47
"25-29",0.0298786263680321,0.110280930996497,0.0345827610444992,0.178279120245405,0.30896211624777,0.200945547274952,0.0327081174733136,0.0375486424256328,0.0416028878539471,0.0349686129658166,0.00841177054532199,0.0134493911075318,0.00494712838679603,0.00295051950692441,0.000463281074785727,0.00128626789347947
"30-34",0.0547177569465258,0.3410770905029,0.225503525507069,0.143190356732414,0.0527873910266345,0.102376662845425,0.0869032893777017,0.0525960332720039,0.0536467903236265,0.0268823158806153,0.02040810263192,0.00307075385744923,0.0061025229745674,0.000532550255983647,1.65480208773765e-48,3.11237232584461e-55
"35-39",0.0789632009114155,0.171137306504411,0.125406396336175,0.0633257814944049,0.0181290500091286,0.0571189940620767,0.0748870418932573,0.0494298178488386,0.0519829965386193,0.0240706376657198,0.00337029379800866,0.00787486941693616,0.000597316702855077,0.00237993260791574,1.84441034502607e-123,9.69592029021028e-67
"40-44",0.0233618255898967,0.0895958731536345,0.0711689275209575,0.284390643574823,0.00816828031905174,0.0266787203323723,0.0247205166718127,0.029768857816509,0.0607120197976969,0.0210037436558697,0.022328174583813,0.00631645547723034,0.00579384922133781,0.000535463250230852,4.81216698757237e-68,2.40230675111746e-92
"45-49",0.186218800042442,0.190436621817977,0.123465429226685,0.436108461124172,0.00568477915311556,0.0318720311040858,0.0581716650471579,0.0449814904598471,0.0400230533931248,0.0233804523158267,0.027531139953081,0.0128592236259254,0.00345031765577428,0.00187631195226104,6.2095585479743e-134,3.27309229599522e-72
"50-54",0.0418284035218947,0.282927204662943,0.354526652959053,0.374019804054727,0.00529381506095612,0.0149293952037917,0.0397179050746933,0.0355890497081845,0.0426359962649091,0.0568683133583251,0.0279569736473823,0.0153005985981469,0.0047482333343554,9.67845525033429e-24,1.23801680978187e-117,5.64272302709141e-78
"55-59",0.127056937898073,0.26259396462008,0.227928385670699,0.254796418698821,0.00602084884540047,0.0561270773478098,0.0209567574399129,0.0324127618679708,0.0395857779572019,0.0281282611905926,0.0240744573101951,0.027602500334195,0.00931872063630187,1.2161626092745e-31,0.000782011267830133,0.000762498131995257
"60-64",0.0661110350734868,0.0615880828876349,0.031435937410929,0.145930043506837,0.013926149723246,0.00195931735819583,0.0174376076636573,0.0452706964682194,0.00969467662618145,0.0151262058314629,0.0116286350169434,0.00605534643084168,0.0218205877939285,0.0118468703281292,4.42332648340476e-67,2.12088111099096e-37
"65-69",0.00247507736824435,0.0339242331184933,0.0131158948329703,9.38458994038841e-32,0.00231640219553262,0.00235425213156042,0.0147947642624396,0.00615493958433199,0.00606412350165859,0.00964804494781413,0.00212221909887548,0.0160054378585715,0.00865811555251681,0.018266873131031,0.0111256656078974,3.45729969371523e-126
"70-74",1.2835347883274e-28,5.10881601653123e-26,1.92950464376131e-40,0.00760044275855124,2.63632265870542e-22,1.69809202866729e-24,1.25905343243291e-26,0.00762162540944722,0.00784985632058794,0.0211529275996154,0.0352129860169213,0.0214374302557876,0.00774009636292808,0.00801455350347428,0.00791285220094903,0.0213825842620115
"75+",2.82050574449822e-94,0.021124841188406,8.4633543176156e-42,0.0212505085279012,4.89854371649352e-36,0.00759406860313282,9.77397043763255e-69,2.23116740655629e-60,1.43715528806879e-48,8.56046047762493e-60,4.69477324745736e-42,1.59828466031065e-46,2.20998855206319e-83,8.85955788653629e-107,1.02042828894901e-80,6.61413969921318e-113
