"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.68882,0.95576,0.48156,0.30472,0.48772,0.82961,0.95528,0.79833,0.46186,0.30118,0.37848,0.32674,0.24574,0.17495,0.11777,0.06889
"2",0.87638,8.03036,1.22616,0.34302,0.21645,0.51796,0.861,0.86422,0.65871,0.31029,0.22243,0.24676,0.22529,0.15143,0.08015,0.06549
"3",0.31373,2.3946,11.29155,0.97637,0.35904,0.31124,0.52425,0.78445,0.857,0.5018,0.27984,0.17065,0.1318,0.13087,0.10565,0.08884
"4",0.18849,0.43977,3.54976,10.40111,1.16949,0.53586,0.38792,0.62937,0.83562,0.76704,0.37669,0.16428,0.10883,0.08343,0.05233,0.04085
"5",0.32461,0.25189,0.31497,2.53521,3.75724,1.65971,1.03462,0.86648,0.83804,1.01085,0.69463,0.37567,0.1638,0.07376,0.08514,0.0751
"6",0.65397,0.29616,0.16069,0.52523,1.72663,3.23487,1.83462,1.41005,1.20436,1.01327,0.985,0.52075,0.24829,0.09049,0.04856,0.03599
"7",0.67159,0.76146,0.56025,0.27925,0.84887,1.70753,2.66651,1.81972,1.41207,1.08169,0.87731,0.65359,0.33588,0.13683,0.07144,0.06672
"8",0.70407,1.02665,0.89476,0.50934,0.61691,1.35306,1.75375,2.78794,2.01972,1.28554,0.9527,0.56837,0.4125,0.23665,0.14384,0.05749
"9",0.45561,0.7736,0.99542,0.84076,0.81652,1.21384,1.6355,1.8472,2.63871,1.62498,1.14417,0.46425,0.34818,0.18704,0.13275,0.06302
"10",0.27578,0.50838,0.64431,0.99461,0.84627,0.9983,1.17131,1.36002,1.49133,1.88527,1.10665,0.52886,0.26436,0.13098,0.11947,0.11485
"11",0.42577,0.47791,0.64136,0.79468,0.96302,1.33961,1.201,1.1331,1.53536,1.60575,1.66544,0.86511,0.37185,0.1446,0.10624,0.10377
"12",0.7939,0.83478,0.54657,0.69178,0.77734,1.3475,1.50257,1.10408,1.20941,1.00488,1.26882,1.47533,0.65618,0.27726,0.14404,0.10738
"13",1.00881,0.92329,0.57143,0.59851,0.61468,1.01761,1.2164,1.24424,1.04569,0.84175,0.82525,0.98912,1.1063,0.52174,0.31871,0.13471
"14",0.78913,1.1254,0.87124,0.47903,0.51327,0.71033,1.03598,1.07477,0.95431,0.54707,0.6043,0.67814,0.73126,0.96162,0.35955,0.181
"15",0.35994,0.9578,0.7679,0.66858,0.24125,0.4867,0.43584,0.81688,0.85921,0.66165,0.48331,0.38941,0.67923,0.62006,0.79959,0.28283
"16",0.30057,0.38236,0.52134,0.42744,0.17427,0.1803,0.28464,0.37528,0.3794,0.42706,0.41159,0.25392,0.20171,0.28536,0.25564,0.23597
