"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.92555,1.23846,0.65718,0.42547,0.65363,0.98215,1.11137,0.94287,0.61237,0.40955,0.49525,0.44637,0.32797,0.24995,0.16643,0.08729
"2",1.25899,7.89834,1.67974,0.54722,0.33006,0.7927,1.1203,1.13659,0.94868,0.46758,0.35015,0.38155,0.36383,0.24696,0.12969,0.09767
"3",0.51856,2.69608,10.3497,1.23369,0.51924,0.46073,0.69402,0.95557,1.07208,0.66153,0.40332,0.25229,0.19764,0.19721,0.15327,0.12584
"4",0.30828,0.65912,3.70316,10.69303,1.50283,0.72872,0.50837,0.7719,0.92912,0.86355,0.45516,0.21179,0.15002,0.11815,0.07411,0.05128
"5",0.41652,0.31692,0.37653,2.27458,3.46064,1.81764,1.17643,0.9842,0.88018,1.00243,0.69281,0.40602,0.18323,0.09259,0.09455,0.07814
"6",0.77017,0.37253,0.19609,0.57589,1.83897,2.93898,1.87258,1.45169,1.2071,1.01393,0.94686,0.5071,0.24764,0.11002,0.05043,0.03156
"7",0.82204,0.93911,0.68046,0.31832,0.9698,1.80638,2.47604,1.88997,1.44852,1.1383,0.90782,0.66077,0.34582,0.16575,0.07858,0.07017
"8",0.82833,1.1669,0.97039,0.5434,0.66548,1.35838,1.73677,2.42492,1.95803,1.28858,0.94331,0.54855,0.40034,0.24015,0.13729,0.05463
"9",0.62168,0.99756,1.11685,0.86483,0.86491,1.20748,1.63691,1.82359,2.27899,1.5949,1.11311,0.44239,0.34488,0.20369,0.13021,0.06125
"10",0.3803,0.68649,0.77296,1.01311,0.86016,0.98818,1.18119,1.37447,1.44075,1.58941,1.07308,0.51416,0.25943,0.14143,0.11267,0.09948
"11",0.58771,0.63598,0.82135,0.90347,0.99243,1.29685,1.19764,1.13165,1.48639,1.57199,1.37077,0.83359,0.36462,0.1517,0.10496,0.08908
"12",0.92794,0.98548,0.62018,0.73061,0.75034,1.18365,1.2968,0.9783,1.0523,0.92053,1.09701,0.95318,0.53044,0.23824,0.11238,0.07844
"13",1.04144,1.00231,0.61197,0.59695,0.55011,0.8434,0.98021,1.01339,0.84834,0.70786,0.69174,0.7514,0.61221,0.37067,0.22095,0.08942
"14",0.65836,0.95828,0.74681,0.3863,0.40066,0.54818,0.76231,0.70039,0.67422,0.39639,0.45721,0.4543,0.4311,0.40494,0.20307,0.09683
"15",0.31961,0.86674,0.6569,0.55258,0.16393,0.32799,0.29537,0.5202,0.5364,0.4222,0.33835,0.25116,0.4228,0.36159,0.3699,0.17371
"16",0.26206,0.34318,0.46291,0.37097,0.13087,0.12271,0.18884,0.27252,0.26983,0.28084,0.28763,0.16714,0.12366,0.17969,0.1546,0.10828
