"","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75+"
"0-4",3.60274842579882,2.01772705127317,1.0956197687415,0.659917417224789,1.00837186383945,1.40985098145127,1.41859916851329,1.05512038683707,0.591595400538475,0.340171614079833,0.345332787485617,0.295109319669552,0.175257694663733,0.134592596021478,0.068897126048327,0.0323739228741482
"5-9",1.89648962981728,11.5011598763078,2.71047029437906,0.777946166520647,0.46993543553416,1.00191610498894,1.18990942135074,1.0851737592951,0.814490433177698,0.363336027515527,0.232795402869927,0.232320524127119,0.176610031860211,0.120718981889837,0.0517379531524085,0.0316601011536625
"10-14",0.815704999181213,4.06562891227466,13.9322000281217,1.73321580434973,0.783534191095844,0.634129462372474,0.776821646911605,0.892525464267095,0.919584157298727,0.513837440778222,0.270608950276596,0.149176085554475,0.0971828962014914,0.100030344152109,0.0642608471151306,0.038280761568293
"15-19",0.457437816568232,1.0800018528202,4.95818529142556,13.085268117207,2.42456794453858,1.13510945972393,0.722466383726598,0.866654031512929,0.918505863742579,0.791345373215785,0.427424350719778,0.201308720771117,0.1129522793568,0.0599106029990387,0.0311988612433917,0.0170408573378188
"20-24",0.70626349448282,0.591353533083209,0.741855096669533,3.74107507269388,5.54026997218132,2.58952930096356,1.46316268934902,1.12334704310276,0.917044733078238,0.950763344987171,0.664766550694281,0.383599730781224,0.183596085157141,0.0418283043383583,0.0365153949264831,0.0240668181627726
"25-29",1.20256063943022,0.597898408034506,0.387081046851054,1.16541781567432,2.85985447430273,3.7932572831879,2.13781814962283,1.49770618346288,1.19790781660668,0.945354697828863,0.864100429556998,0.480569125562016,0.254863626084768,0.0470514960682777,0.0187499249645408,0.0134601831750154
"30-34",1.11977399533443,1.20431910342139,0.986173821511064,0.551230640191068,1.30707151959741,2.09826347502568,2.45448368294287,1.80067235684867,1.3507379470452,1.03309208896262,0.745282365666481,0.532699965858411,0.275159997341525,0.0546321410991378,0.0266241461583278,0.0176230613843358
"35-39",0.911035769528282,1.24099365590755,1.04830137467679,0.772040214339275,0.806128511328105,1.4469722717809,1.65681443518378,2.09701219170878,1.73343099669498,1.12937246737238,0.837933843488526,0.435494094970469,0.225354558828621,0.076111055418366,0.0373377128152068,0.0117005121791797
"40-44",0.721924884867247,1.05776954680336,1.20595022167501,0.957815812475061,0.935701892570977,1.23353293363339,1.52344415195267,1.60355784407924,1.87289074626095,1.40148369118872,1.01268153491632,0.404617823675211,0.256646430966225,0.0597083142731793,0.0343275160644201,0.0144062805703407
"45-49",0.442688887797824,0.769376797116395,0.910808038885342,1.16849185089841,0.85670523510498,0.995159707089752,1.14809711585147,1.28355125679841,1.30298921039085,1.30686684064756,0.90526036065339,0.488385783509904,0.202384421516912,0.0397463926739473,0.0301591316712564,0.0236200728144073
"50-54",0.480074425176162,0.605344485515612,0.847813392713182,0.913285462998695,0.897790952962685,1.19705781986724,1.14344021506487,1.08718451516819,1.43392921241589,1.44282812409022,1.17688596908648,0.707002167060006,0.260573626993496,0.0433278814229776,0.0311165163653014,0.0253935159962671
"55-59",0.863521095936675,1.02983571194125,0.795388435371331,0.822610249905167,0.762807693903336,1.12761498646957,1.22104330241687,0.94803361900697,1.07249859032949,0.946789024416012,0.964716676259322,0.739218951324356,0.389538091304976,0.104020817499405,0.038632704958212,0.0279457174115003
"60-64",0.659439984322913,0.786142791698798,0.583399133665219,0.524257104242202,0.500843612500995,0.742957777366308,0.817962983333685,0.881436925433682,0.787382643801724,0.722107309984444,0.639351556873913,0.621145156923285,0.306215858692225,0.128237113193299,0.0540637350111051,0.0157178082860022
"65-69",0.454171743265496,0.764562217198275,0.656284711328688,0.294152994221553,0.280589759454866,0.310358846150735,0.396216510768551,0.39683659186927,0.296782450882476,0.160591311453934,0.180085936333821,0.210259464621734,0.165109160586996,0.163740772156369,0.0846536569994206,0.0243617791575803
"70-74",0.222733802669974,0.686544630134636,0.682705839902012,0.502413519915105,0.136605252271251,0.240848147007455,0.191704738160246,0.31741004192324,0.319736970734302,0.252147762820555,0.220375894034756,0.17069261179212,0.189458721486718,0.146142821524416,0.127636496543208,0.0853992128750829
"75+",0.275311801288311,0.422706414886947,0.63248012707026,0.480586614586529,0.120492687247146,0.125505534952456,0.155668671299879,0.229852755211983,0.238334621383,0.211511186113013,0.237054124711733,0.12934272717924,0.0776583202960762,0.111289235443403,0.0739162938761798,0.054816913813278
