"","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75+"
"0-4",0.321888285568844,0.0433810159139406,0.00790305435308408,0.00808764380180416,0.00532529873854755,0.0217098228879848,0.0399729937459541,0.0298114242086946,0.0140134596001233,0.0166024078923133,0.00945250758222358,0.00739666096043383,0.00128060692350516,0.000778852809486558,8.23607252680071e-66,6.37925793082935e-120
"5-9",0.0542823851029943,5.89479643958014,0.285702038405128,0.0258771623823834,0.00550673552906096,0.0142181561260774,0.0189232907591149,0.0181768180377939,0.0177227331993335,0.0125839454433146,0.0114573312288321,0.00423748041563242,0.00228214975860316,0.00104054425039759,0.00034693286053805,8.08065005017827e-39
"10-14",0.00045764097535689,1.10918191299862,5.61865243129864,0.142868855796077,0.00357642165378097,0.0112278055100938,0.0116649858400757,0.0188896720785966,0.0198301603558422,0.0154994630647714,0.0117434542001303,0.0070343891483448,0.00246853776446777,0.000543573817585213,4.92898897456909e-25,0.000181924679427096
"15-19",0.00259361790317261,0.0389100815133098,1.43171960970397,4.03197041785851,0.0138976898162426,0.0120111484577956,0.0136923250183263,0.0195684204486973,0.0165682224382442,0.0194477441308497,0.0116020586424349,0.00822122147031402,0.0025868381899948,0.000780763274249311,6.19721919106402e-33,1.70424451801518e-70
"20-24",0.00715787285614067,0.00440305501174781,0.00177241165639156,0.142136161997047,0.153084524025474,0.0169556513893152,0.0115866045183445,0.0144104606876806,0.00933332112195853,0.0115141516561236,0.00651939468621088,0.00522502032707432,0.000487445557098033,0.00110781178138732,0.000176937698349086,1.21850742329922e-47
"25-29",0.00700557513568561,0.019815219272697,0.006300306294694,0.0307153986689871,0.0939176271874386,0.0537744347708138,0.00956670062415238,0.0128570261080485,0.0155356115756708,0.0137023227518413,0.00382938241318396,0.00708403825278793,0.00293226240904728,0.00211114766169839,0.000462478071929056,0.00128475644014393
"30-34",0.0140815734007573,0.0675740171613811,0.0453008245114065,0.0272454882205651,0.0174574419809439,0.0299438475828228,0.0276938086898443,0.0194986361316092,0.0216054358427264,0.0113343342584347,0.0099181422457903,0.00171150305450442,0.00379668714080897,0.000394069627360758,1.65226620582262e-48,3.1091391139816e-55
"35-39",0.0239929808861002,0.0405438127095624,0.0301127671643945,0.0144432724717843,0.0069547013628213,0.019558107843075,0.0277624583074107,0.0210552044229616,0.0238737472794141,0.0115221375505597,0.00183198000182711,0.00482965159756965,0.000403000285903914,0.00186078317376045,1.84216558911846e-123,9.68792166617559e-67
"40-44",0.00778283251831718,0.023473265306019,0.0188921111447706,0.0718330702538169,0.0033980843224759,0.00996253524213856,0.0099558153196106,0.0136716664223109,0.0299266318347914,0.010762773791853,0.0128793694878924,0.00407280821975434,0.00407652504761974,0.000430521272533755,4.80704925926391e-68,2.40057510905022e-92
"45-49",0.0653047438425333,0.0527804768991446,0.0346656792821169,0.116639641606228,0.00247328694327161,0.0124889385052769,0.0245267966845683,0.0215317486601388,0.0205086806041397,0.0124355493901771,0.016401274340352,0.00851855536904871,0.00248284007107352,0.00153109845781971,6.20344941811971e-134,3.27090977898285e-72
"50-54",0.0172305568258613,0.0939088776814426,0.119103665519538,0.12013876120483,0.00264539003440404,0.00679647205363522,0.0193025211280282,0.0193450278393972,0.0245933561348207,0.0338784667199592,0.0183539612362453,0.0109848931119851,0.00365125195075754,8.24512256997886e-24,1.23707754054907e-117,5.63982165965619e-78
"55-59",0.0613222651593378,0.104525203007672,0.0917235292994503,0.0984725313051994,0.00343703792947608,0.0295631497195742,0.0116803742780977,0.0198787229157884,0.025524644704716,0.0186334849876975,0.0172839865437403,0.0213145356795415,0.00760340575781329,1.07574047863496e-31,0.000781565711137086,0.000762203720317476
"60-64",0.0363298561628583,0.0285420585807087,0.0147124100442175,0.0658824619542844,0.00884266606785467,0.00116132677133781,0.0108488146720616,0.0305434345508134,0.00682112885327674,0.0108847803908171,0.00894207872706116,0.00494072713570338,0.0186100066411119,0.0107716178956081,4.42139889785892e-67,2.12025480371345e-37
"65-69",0.00167879349464981,0.02031934041714,0.00791356863870926,5.51137295029098e-32,0.0017382095049729,0.00168450805728551,0.0109476376628929,0.0048123245069814,0.00487565517448742,0.0078729481644949,0.00180792865576085,0.0141573974166276,0.00787228270797322,0.0172694051153457,0.011122860719553,3.45670906109987e-126
"70-74",1.28088189197093e-28,5.10300216278205e-26,1.92688591681829e-40,0.00758697634833684,2.63249959154432e-22,1.69514873392869e-24,1.25712401087065e-26,0.00761234944289804,0.00784150801679612,0.0211321167834338,0.0351862703260687,0.0214252161216375,0.00773672340415404,0.00801253295670434,0.00791284517885936,0.0213825711923371
"75+",2.81655316474718e-94,0.0211067824944814,8.45496896938389e-42,0.0212236928859046,4.89372823724804e-36,0.00758514504966573,9.7638169875118e-69,2.22932681085115e-60,1.43611935102502e-48,8.55475231270425e-60,4.69235929551421e-42,1.59766753923366e-46,2.20933593089258e-83,8.85804435160759e-107,1.02042766523275e-80,6.61413691849215e-113
