"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.93309,0.95804,0.40387,0.25953,0.37262,0.66986,0.92614,0.76042,0.4096,0.2593,0.30243,0.26945,0.19642,0.14939,0.10175,0.05394
"2",0.94691,8.04316,1.15376,0.30258,0.20585,0.41952,0.79803,0.88871,0.67271,0.28671,0.19189,0.2008,0.19493,0.13488,0.07109,0.05516
"3",0.26251,2.31393,11.63289,0.93073,0.32285,0.25468,0.40664,0.69825,0.86216,0.48101,0.24345,0.14467,0.11216,0.11098,0.08792,0.07439
"4",0.13407,0.32698,3.44605,10.53939,0.99844,0.42523,0.31275,0.4783,0.663,0.67688,0.31154,0.13384,0.08108,0.06019,0.03811,0.02608
"5",0.20177,0.17525,0.20865,2.32398,3.3386,1.45743,1.00969,0.95238,0.83174,1.00668,0.71553,0.39917,0.19064,0.05543,0.05488,0.04538
"6",0.62894,0.2556,0.13673,0.51264,1.88906,3.38656,1.89948,1.50548,1.30041,1.09483,1.12861,0.616,0.30675,0.09187,0.04536,0.02873
"7",0.84729,0.86865,0.55556,0.30069,1.0588,1.90197,3.06935,2.03975,1.57097,1.28357,1.04664,0.80281,0.41733,0.15769,0.07768,0.07277
"8",0.70687,1.0445,0.83977,0.47917,0.73428,1.42407,1.80066,3.00149,2.14753,1.45712,1.12723,0.66441,0.43005,0.21789,0.13076,0.05304
"9",0.41806,0.75053,1.02618,0.82875,0.94451,1.3044,1.70963,1.96634,2.91709,1.86617,1.37154,0.58862,0.40645,0.1775,0.12309,0.05897
"10",0.27893,0.50927,0.68474,1.16314,1.07742,1.13349,1.37483,1.61463,1.77431,2.40154,1.4081,0.74015,0.35099,0.14989,0.12703,0.11046
"11",0.3446,0.4092,0.55564,0.75533,1.0505,1.44539,1.34399,1.34422,1.8265,2.00036,2.06632,1.12336,0.45481,0.14278,0.09763,0.08661
"12",0.6983,0.72319,0.48677,0.65752,0.89894,1.44673,1.63559,1.31304,1.51463,1.31744,1.6269,1.81171,0.76429,0.27844,0.14115,0.09744
"13",0.87995,0.81089,0.50588,0.54157,0.68983,1.1239,1.31985,1.39759,1.26198,1.12303,1.08249,1.24945,1.35338,0.5233,0.32466,0.13562
"14",0.72399,1.02736,0.79489,0.44439,0.5108,0.72389,1.02946,0.96584,0.91838,0.58613,0.66271,0.73529,0.7759,1.13249,0.39779,0.18959
"15",0.31285,0.82399,0.65599,0.61663,0.21824,0.4158,0.39408,0.69625,0.73226,0.58387,0.44595,0.37684,0.69692,0.65807,0.86724,0.30529
"16",0.41635,0.52905,0.7191,0.5734,0.24209,0.25324,0.42064,0.53669,0.5575,0.58624,0.5984,0.38205,0.31399,0.44597,0.41375,0.38739
