"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.63033,1.12279,0.64235,0.46493,0.83401,1.04776,1.09708,0.8903,0.62675,0.46987,0.53288,0.48788,0.34642,0.27384,0.18145,0.09313
"2",1.0526,7.5227,1.57548,0.47627,0.33938,0.78782,1.02678,0.94442,0.77928,0.42512,0.3235,0.36789,0.35613,0.23529,0.12384,0.09131
"3",0.39913,2.48418,9.87479,1.12272,0.49348,0.44395,0.71145,0.84657,0.89302,0.57996,0.36277,0.24549,0.20096,0.19742,0.15084,0.12192
"4",0.24516,0.50773,3.35184,9.0434,1.56616,0.74227,0.55681,0.81942,0.88672,0.78114,0.38988,0.2093,0.15524,0.12003,0.07501,0.05146
"5",0.42081,0.29794,0.37468,2.62452,3.82038,1.97661,1.31931,1.13878,0.98336,1.06761,0.71588,0.45786,0.23333,0.11089,0.10931,0.09062
"6",0.70089,0.34379,0.20174,0.65292,2.04997,2.90957,1.95601,1.54959,1.2671,1.07687,0.97742,0.57164,0.30199,0.12601,0.05841,0.03365
"7",0.58015,0.70734,0.68646,0.34572,1.00653,1.73438,2.24688,1.86189,1.43674,1.13939,0.92655,0.71914,0.39332,0.1769,0.07883,0.07327
"8",0.48951,0.72329,0.79011,0.60811,0.70849,1.32342,1.67388,2.2554,1.9299,1.29641,0.97444,0.5996,0.43631,0.25023,0.13834,0.05311
"9",0.30916,0.452,0.71111,0.71298,0.85135,1.1303,1.52414,1.72043,2.02545,1.51965,1.10644,0.48627,0.37277,0.19368,0.1234,0.05779
"10",0.20198,0.299,0.42447,0.75082,0.80124,0.90727,1.11545,1.32355,1.36105,1.37565,1.02912,0.5502,0.28598,0.14025,0.11233,0.09318
"11",0.23509,0.28024,0.39915,0.52353,0.75834,1.09095,1.09469,1.10303,1.43711,1.50272,1.21116,0.83089,0.38005,0.13552,0.0901,0.07627
"12",0.35233,0.38771,0.3179,0.42243,0.57742,0.99739,1.21369,0.98576,1.12311,0.93133,1.06992,0.90092,0.53152,0.20099,0.09628,0.06377
"13",0.29045,0.32559,0.28014,0.29972,0.4172,0.70473,0.87751,0.99083,0.89299,0.79912,0.72502,0.79038,0.50163,0.30453,0.18249,0.07711
"14",0.1944,0.28639,0.33621,0.19169,0.26254,0.40346,0.55932,0.55655,0.56409,0.36758,0.39705,0.39725,0.39033,0.28257,0.18395,0.0874
"15",0.06747,0.22231,0.2703,0.25926,0.10114,0.17127,0.16848,0.35469,0.402,0.3776,0.2279,0.18961,0.32447,0.30313,0.28618,0.14321
"16",0.10901,0.14266,0.31097,0.30765,0.12377,0.08813,0.17363,0.21652,0.28865,0.32146,0.30011,0.14731,0.12307,0.1898,0.16239,0.09939
