"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2.42164,1.96721,1.14227,0.70533,1.07517,1.56896,1.73142,1.51377,1.02837,0.70785,0.84949,0.77802,0.57234,0.4517,0.30144,0.15219
"2",1.61457,6.09108,2.17821,0.78983,0.47527,1.10864,1.40065,1.46487,1.25524,0.6448,0.49797,0.55112,0.53242,0.36634,0.18936,0.1406
"3",0.88314,2.87748,7.20117,1.50997,0.74815,0.68601,0.92879,1.21454,1.35355,0.87374,0.56112,0.36295,0.28837,0.29019,0.2185,0.18083
"4",0.52839,1.04235,2.97309,7.54087,2.24899,1.18678,0.85128,1.15499,1.27248,1.16338,0.6479,0.33186,0.23956,0.18737,0.1026,0.0685
"5",0.70903,0.54529,0.57066,2.76198,4.2519,2.3721,1.52222,1.26149,1.09497,1.20634,0.85692,0.55402,0.29438,0.14973,0.12659,0.10287
"6",1.02655,0.52222,0.2619,0.82144,2.00663,2.95728,1.97435,1.58009,1.31874,1.108,1.03018,0.60025,0.3487,0.1657,0.0519,0.03065
"7",0.83911,0.94629,0.63406,0.38041,0.948,1.69161,2.11829,1.77562,1.42113,1.15448,0.90129,0.68671,0.38494,0.19175,0.06113,0.05474
"8",0.83168,1.1351,0.83527,0.65019,0.63925,1.27804,1.52985,2.03955,1.82139,1.26301,0.97851,0.57149,0.36859,0.21201,0.09117,0.03657
"9",0.56068,0.86588,0.80228,0.66958,0.74873,1.12723,1.45747,1.60063,1.89954,1.49569,1.13229,0.4953,0.36228,0.18217,0.07452,0.03506
"10",0.35328,0.64856,0.63053,0.82352,0.67526,0.91733,1.11813,1.30319,1.32916,1.3691,1.00722,0.58558,0.28503,0.15421,0.06259,0.05347
"11",0.46599,0.48878,0.57057,0.66971,0.69379,1.07762,1.113,1.12293,1.4896,1.53569,1.27275,0.843,0.36744,0.13035,0.05515,0.04403
"12",0.72926,0.82788,0.45958,0.59034,0.56793,0.95435,1.14043,0.98916,1.1523,1.00763,1.07882,0.8422,0.47137,0.17938,0.0537,0.03901
"13",0.69507,0.72273,0.42274,0.40355,0.4507,0.7574,0.85576,0.98305,0.94647,0.90256,0.81497,0.80313,0.41568,0.23971,0.09362,0.03813
"14",0.46377,0.73887,0.55967,0.31738,0.32844,0.60084,0.67645,0.47951,0.62198,0.47107,0.57341,0.45225,0.37329,0.18808,0.08502,0.04122
"15",0.18565,0.53078,0.36802,0.29344,0.07466,0.14742,0.12216,0.21599,0.21214,0.18174,0.17151,0.12244,0.17375,0.13693,0.12108,0.06674
"16",0.19102,0.25803,0.323,0.24777,0.07532,0.06674,0.08962,0.14291,0.12717,0.1382,0.16099,0.09513,0.05767,0.08477,0.06089,0.03667
