"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.39509,0.94406,0.50266,0.31888,0.52422,0.82729,0.99527,0.86575,0.5417,0.3384,0.40342,0.3559,0.2655,0.20455,0.13792,0.07164
"2",0.80192,6.17222,1.20015,0.38104,0.22224,0.54713,0.82475,0.89098,0.75554,0.34107,0.2458,0.25725,0.24598,0.1704,0.0895,0.06801
"3",0.41014,2.15803,8.10836,1.04636,0.43196,0.37856,0.56867,0.87326,1.06158,0.5972,0.34841,0.20949,0.16195,0.16506,0.12764,0.1063
"4",0.25719,0.57589,2.83134,7.79808,1.53996,0.75732,0.54379,0.82335,1.02946,0.94647,0.48933,0.22404,0.15226,0.11133,0.06868,0.04678
"5",0.42882,0.32823,0.40907,2.42023,4.49983,2.28542,1.49887,1.29973,1.15971,1.33316,0.94552,0.56211,0.29847,0.10714,0.10781,0.08967
"6",0.85053,0.39542,0.20871,0.72369,2.33854,3.8213,2.27303,1.77504,1.50042,1.27526,1.241,0.69916,0.39879,0.12661,0.05869,0.03663
"7",0.77462,0.84329,0.58933,0.3332,1.12436,1.97709,2.83088,2.09479,1.63207,1.32008,1.04931,0.79311,0.45119,0.16357,0.07671,0.06887
"8",0.77335,1.09467,0.90757,0.61343,0.81,1.54952,1.92172,2.85795,2.24757,1.51083,1.15426,0.6811,0.47727,0.23911,0.13769,0.05448
"9",0.58098,0.95457,1.13856,0.91984,1.06479,1.43625,1.87517,2.10948,2.83455,1.93571,1.40831,0.60255,0.47599,0.21191,0.13543,0.06413
"10",0.38191,0.69522,0.82916,1.19947,1.11781,1.24545,1.46954,1.70725,1.83529,2.19743,1.4275,0.74534,0.39885,0.16777,0.13502,0.118
"11",0.57337,0.58,0.76104,0.94127,1.20503,1.60818,1.49222,1.4389,1.92362,2.06825,1.93771,1.1685,0.53654,0.17174,0.11685,0.09824
"12",0.93454,0.94223,0.59001,0.77488,0.95495,1.51158,1.68294,1.32383,1.49141,1.29677,1.55157,1.47404,0.78242,0.27815,0.13238,0.09051
"13",0.95518,0.88888,0.53865,0.55618,0.70663,1.13422,1.28915,1.38568,1.26522,1.14315,1.06261,1.147,0.90141,0.40775,0.23312,0.09582
"14",0.55905,0.79046,0.60659,0.33149,0.36979,0.5277,0.71719,0.64242,0.63635,0.38723,0.44929,0.45037,0.45045,0.46293,0.19813,0.09388
"15",0.26293,0.69054,0.52168,0.45469,0.14286,0.28428,0.26462,0.46704,0.47153,0.36905,0.2906,0.22563,0.38697,0.34723,0.39387,0.16449
"16",0.23366,0.30212,0.40534,0.32688,0.12251,0.1181,0.18508,0.26072,0.25896,0.2657,0.265,0.15858,0.12193,0.17691,0.15679,0.12211
