"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1.99937,1.72401,1.01491,0.57655,0.83937,1.28038,1.34723,1.18832,0.80785,0.56288,0.67585,0.62603,0.45621,0.36984,0.25178,0.12489
"2",1.4137,6.90172,2.06679,0.70981,0.39066,0.92183,1.11193,1.18042,1.01734,0.51866,0.4227,0.47323,0.45111,0.31587,0.16401,0.12221
"3",0.67984,2.89837,8.72961,1.34539,0.62605,0.5708,0.76575,0.99302,1.08726,0.70932,0.48249,0.32468,0.24769,0.24976,0.18954,0.16073
"4",0.36702,0.88062,3.10147,7.31908,1.8067,0.93671,0.6735,0.93116,1.00346,0.90037,0.50795,0.27263,0.1958,0.1564,0.08944,0.06033
"5",0.52518,0.4274,0.49589,2.47386,3.81992,2.18957,1.44162,1.21451,1.03655,1.08837,0.79606,0.52452,0.28969,0.14432,0.12021,0.09754
"6",0.91372,0.46905,0.23447,0.69321,2.00487,3.09822,2.1297,1.73258,1.47893,1.20408,1.11378,0.65379,0.38803,0.1794,0.05515,0.03147
"7",0.79512,0.9663,0.71024,0.35442,1.01514,1.95473,2.45605,2.09424,1.69303,1.37566,1.09526,0.83502,0.45435,0.23289,0.07448,0.06918
"8",0.80561,1.20375,1.01475,0.63929,0.68822,1.49921,1.84814,2.41724,2.21626,1.53267,1.20035,0.71451,0.45434,0.26168,0.11739,0.04881
"9",0.49675,0.9073,0.95764,0.75996,0.8103,1.31551,1.73924,1.93094,2.28775,1.82087,1.41589,0.62945,0.44675,0.21509,0.0934,0.0436
"10",0.27553,0.59504,0.67902,0.89754,0.69676,1.01683,1.29231,1.5144,1.59031,1.61031,1.22435,0.72683,0.34218,0.18038,0.07037,0.05827
"11",0.34657,0.4991,0.68024,0.74577,0.7292,1.19417,1.2834,1.30923,1.80441,1.85541,1.56353,1.06198,0.44889,0.14916,0.05407,0.04293
"12",0.54057,0.78218,0.54111,0.63211,0.58531,1.01536,1.27229,1.13098,1.39287,1.19484,1.34017,1.05127,0.58175,0.20019,0.05175,0.03544
"13",0.50278,0.64275,0.41217,0.4254,0.46188,0.83645,0.92596,1.08763,1.10914,1.07555,0.99288,1.01916,0.49128,0.27883,0.0968,0.03817
"14",0.29416,0.6035,0.51098,0.29358,0.31256,0.63129,0.68824,0.42702,0.63678,0.50648,0.6475,0.5261,0.44957,0.19682,0.08982,0.04122
"15",0.13661,0.53695,0.42112,0.35258,0.07402,0.13544,0.10975,0.18104,0.17837,0.13704,0.12337,0.10339,0.18625,0.14276,0.11859,0.07409
"16",0.16555,0.31629,0.49898,0.43264,0.09174,0.08301,0.09664,0.19136,0.14689,0.11773,0.15366,0.08683,0.06285,0.10039,0.07425,0.03296
